en	desc
Blossoming Sakura	Moderate HP and MP recovery to <skill_tgt> and raises all stats to the max for 3 turns.
Heliopolis Dawn	(Unique) Severe <skill_elm 0> attack with Pierce effect to <skill_tgt>. Lowers Attack by 1 rank for 3 turns.
859	859
860	860
Abyssal Beckoning	Weak <skill_elm 0> HP/MP drain attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Inception of Chaos	Severe <skill_elm 0> attack to <skill_tgt>. Reverts user's affinity resistances to normal.
Seething Mansemat	Weak <skill_elm 0> attack to <skill_tgt>. Always lands Critical hits, and greater effect when Critical.
Untainted Wind	Heavy <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>. Lowers all stats by 2 ranks for 3 turns.
Boundless Sea	Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through. Removes stat buffs.
Annihilation Ray	Severe <skill_elm 0> attack to <skill_tgt>.
Annihilation Ray	867
King of Tales	(Unique) Draws enemy hostility to <skill_tgt>, but raises Attack to the max for 3 turns.
What Comes After Four	(Unique) Weak <skill_elm 0> attack to <skill_tgt>. Chance of instakill.
Good Cheer	(Unique) Removes status ailments and debuffs for <skill_tgt>.
Lost Hit	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Chance of instakill.
Jack Tempest	(Unique) <skill_minhit> Weak Strength-based <skill_elm 0> attacks to <skill_tgt>. Greater effect if Critical.
Judgment Light	(Unique) <skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>. Ignores affinity resistance and Pierces through.
Recalcitrant Execution	(Unique) Severe Strength-based <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Root of Evil	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Removes target's Charge and barrier effects.
876	876
877	877
878	878
Mother Earth	(Unique) Nullifies 1 Physical attack for <skill_tgt> for 1 turn and removes stat debuffs.
Queen's Decree	(Unique) <skill_maxhit> minimal <skill_elm 0> attacks to <skill_tgt>.
Capitulate to Pleasure	(Unique) High chance of inflicting <skill_bst 0> to <skill_tgt>. Removes stat buffs.
Voracious Salvation	(Unique) Heavy <skill_elm 0> HP drain attack to <skill_tgt>. Greater effect if the target has an ailment.
Ice Shard	Weak <skill_elm 0> attack to <skill_tgt>.
Light Shard	Weak <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
Sleep Gem	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Revival Bead	Revive one ally with half HP.
Sun's Radiance	(Unique) Moderate HP recovery and cures ailments for <skill_tgt>.
Diamrita	Moderate HP recovery and cures ailments for <skill_tgt>.
Qadištu Entropy	<skill_maxhit> heavy level-based <skill_elm 0> attacks to <skill_tgt>. High chance of inflicting Charm. Large HP recovery to all allies.
890	890
Honey Trap	891
Vinyl Bomb	892
Adversary	893
Golden Ring	894
Burning Aspiration	895
Wrath of Oyamatsumi	896
Guardian Beast	897
Tempest	898
Righteous Sentence	899
Death's Door	900
Primordial Parturition	Revive and summon 1 ally with half HP.
Bufu	Weak <skill_elm 0> attack to <skill_tgt>.
Rakunda	Lowers Defense of <skill_tgt> by 1 rank for 3 turns.
Gram Slice	Weak <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Charge	Greatly increases the damage of the next Strength-based attack for <skill_tgt>.
Bufula	Medium <skill_elm 0> attack to <skill_tgt>.
Qadištu Entropy	907
Carnage Fang	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Sun's Radiance	(Unique) Moderate HP recovery and cures ailments for <skill_tgt>.
Witness Me	(Unique) Draws enemy hostility, but raises user's Accuracy/Evasion by 2 ranks for 3 turns.
Hama	Weak <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
Mahamaon	Heavy <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
Mirage Shot	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Zanma	Medium <skill_elm 0> attack to <skill_tgt>.
Trafuri	Guarantees escape from escapable battles.
Cautious Cheer	(Unique) Raises Defense/Accuracy/Evasion of <skill_tgt> by 1 rank for 3 turns.
Toxic Cloud	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Paraselene Blur	(Nahobino) <skill_maxhit> medium Strength-based <skill_elm 0> attacks to <skill_tgt>. (Only usable after evading an attack the previous turn)
Megido Ark	(Unique) Medium to severe <skill_elm 0> attack to <skill_tgt>. Damage increases based on the number of foes.
Elusive Eclipse	920
Evergreen Dance	(Nahobino) Greatly fills the Magatsuhi Gauge. (Once per turn)
Inflaming Divinity	(Nahobino) Raises all stats of <skill_tgt> by 2 ranks for 3 turns.
Heavenly Ikuyumi	(Nahobino) Medium to severe <skill_elm 0> attack to <skill_tgt>. Damage increases based on the number of debuffs on the target.
Moonlight Frost	(Nahobino) Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Lunar Hurricane	(Nahobino) Multiple weak Strength-based <skill_elm 0> attacks to <skill_tgt>. Number of hits depends on user's and target's Agility.
Luminescent Mirage	(Nahobino) Guarantees evasion from 1 attack for <skill_tgt> for 1 turn.
Lunation Flux	(Nahobino) Slight MP recovery to <skill_tgt>. Does not consume a Press Turn Icon.
Omnipotent Succession	Causes the next attack of <skill_tgt> to be performed 4 times consecutively.
Riberama	Prevents enemies from fleeing in the field and increases chance of consecutive encounters until the next new moon.
Megido Ark	(Unique) Medium to severe <skill_elm 0> attack to <skill_tgt>. Damage increases based on the number of foes.
Magatsuhi Plunder	Drain HP from <skill_tgt>. User's affinity resistances, skills, and Magatsuhi Skills will change depending on the drained ally.
932	932
Magatsuhi Harvest	933
Big Bang	Severe level-based <skill_elm 0> attack to <skill_tgt>.
Freikugel EX	Severe level-based <skill_elm 0> attack to <skill_tgt>.
Soul Drain	Heavy level-based <skill_elm 0> HP/MP drain attack to <skill_tgt>.
Twilight Wave	Heavy <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Eternal Prayer	Fully restores HP and cures ailments for <skill_tgt>.
Waters of Youth	Fully restores HP and MP for <skill_tgt>.
Accursed Poison	High chance of inflicting an ailment to <skill_tgt> and lowers all stats by 1 rank for 3 turns.
Rasetsu Feast	Lowers all stats of <skill_tgt> to the minimum for 3 turns.
Fairy Banquet	Raises all stats of <skill_tgt> to the max for 3 turns.
Shield of God	Greatly decreases damage to <skill_tgt> until the next turn.
Impaler's Glory	Greatly increases the damage of the next attack of <skill_tgt> and adds Pierce effect.
Dekajaon	Removes all stat buff effects on <skill_tgt>, and returns ailment resistances to their original states.
Call Allies	946
947	947
948	948
949	949
Magatsuhi Harvest	950
