flag	use	koukatype	costtype	cost	costbase	targettype	targetarea	targetrule	untargetbadstat	hitratio	targetcntmin	targetcntmax	hptype	hpn	sptype	spn	badtype	badratio	badstatus	support	program	criticalratio	swoonratio
0	2	2	2	40	0	0	2	0	0	97	1	1	1	2400	0	0	0	0	0	0	0	0	0
0	2	2	2	44	0	1	2	0	0	95	1	1	1	2400	0	0	0	0	0	0	0	0	0
0	2	2	2	15	0	0	2	0	0	99	1	1	1	2400	0	0	0	0	0	0	0	0	0
0	2	2	2	25	0	1	2	0	0	95	1	1	1	2400	0	0	0	0	0	0	0	0	0
0	2	2	2	26	0	1	2	0	0	100	1	1	0	0	0	0	1	50	524288	0	0	0	0
0	2	2	2	15	0	0	2	0	0	99	1	1	1	2400	0	0	0	0	0	0	0	0	0
0	2	2	2	25	0	1	2	0	0	95	1	1	1	2400	0	0	0	0	0	0	0	0	0
0	2	2	2	26	0	1	2	0	0	100	1	1	0	0	0	0	1	50	524288	0	0	0	0
0	2	2	2	50	0	1	2	0	0	100	1	1	1	2300	0	0	0	0	0	0	0	0	0
0	2	2	2	66	0	1	2	0	0	100	1	1	4	9999	0	0	0	0	0	0	0	0	0
0	2	2	2	14	0	0	2	0	0	100	1	1	0	0	0	0	1	100	524288	0	0	0	0
0	2	2	2	14	0	0	2	0	0	100	1	1	0	0	0	0	1	100	524288	0	0	0	0
0	2	2	2	50	0	1	2	0	0	100	1	1	1	1035	0	0	0	0	0	0	0	0	0
0	2	2	2	66	0	1	2	0	0	100	1	1	1	1400	0	0	1	100	524288	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	50	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	11	100	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	11	100	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	0	0	11	100	0	0	0	0	0	0	0
0	1	2	0	0	0	0	1	0	0	100	1	1	3	1	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	100	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	1	0	0	100	1	1	5	150	0	0	1	20	256	0	0	0	0
0	2	2	0	0	0	0	1	0	0	100	1	1	5	150	0	0	1	20	16	0	0	0	0
0	2	2	0	0	0	0	1	0	0	100	1	1	5	150	0	0	1	20	8	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	5	100	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	20	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	75	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	0	0	5	50	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	0	0	5	100	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	11	100	11	100	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	0	0	5	5	0	0	0	0	0	0	0
0	2	2	0	0	0	0	1	0	1573119	100	1	1	0	0	0	0	2	100	256	0	0	0	0
0	2	2	0	0	0	0	1	0	1573343	100	1	1	0	0	0	0	2	100	32	0	0	0	0
0	2	2	0	0	0	0	1	0	1573373	100	1	1	0	0	0	0	2	100	2	0	0	0	0
0	2	2	0	0	0	1	1	0	1573313	100	1	1	0	0	0	0	2	100	62	0	0	0	0
0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	1	1	0	0	100	1	1	0	0	0	0	0	0	0	0	2	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	100	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	4	50	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	100	0	0	1	8	64	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	4	50	0	0	1	8	64	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	100	0	0	1	8	128	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	4	50	0	0	1	8	128	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	100	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	4	50	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	4	100	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	4	200	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	40	524288	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	40	524288	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	150	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	150	0	0	1	8	64	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	150	0	0	1	8	128	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	150	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	11	30	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	20	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	5	50	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	5	100	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	0	0	5	10	0	0	0	0	0	100	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	100	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	4	50	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	100	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	4	50	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	150	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	4	150	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	1	0	1573371	100	1	1	0	0	0	0	2	100	4	0	0	0	0
0	2	2	0	0	0	0	1	0	1573367	100	1	1	0	0	0	0	2	100	8	0	0	0	0
0	2	2	0	0	0	0	1	0	1573359	100	1	1	0	0	0	0	2	100	16	0	0	0	0
0	2	2	0	0	0	0	1	4	524288	100	1	1	0	0	0	0	2	100	1049087	0	0	0	0
0	2	2	0	0	0	0	1	0	1573311	100	1	1	0	0	0	0	2	100	64	0	0	0	0
0	2	2	0	0	0	0	1	0	1573247	100	1	1	0	0	0	0	2	100	128	0	0	0	0
0	2	2	0	0	0	0	1	4	524798	100	1	1	0	0	0	0	2	100	1048577	0	0	0	0
0	2	2	0	0	0	0	1	0	0	100	1	1	5	100	0	0	1	20	16	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	10	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	2048	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	150	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	5	150	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	200	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	5	200	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	0	0	5	10	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	0	0	5	30	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	0	0	5	30	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	100	5	30	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	150	5	50	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	100	5	10	0	0	0	0	0	0	0
0	3	2	0	0	0	1	1	0	0	100	1	1	5	100	5	30	0	0	0	0	0	0	0
0	3	2	0	0	0	0	1	0	0	100	1	1	5	200	5	100	0	0	0	0	0	0	0
0	2	1	1	20	1	0	2	0	0	99	1	1	1	5000	0	0	0	0	0	0	0	20	0
0	2	1	1	22	1	1	2	0	0	99	1	1	1	4000	0	0	0	0	0	0	0	13	0
0	2	1	1	25	1	0	2	0	0	99	1	1	1	4500	0	0	0	0	0	0	0	13	0
0	2	1	1	22	1	1	2	0	0	99	1	2	1	1300	0	0	0	0	0	0	0	12	0
0	2	1	1	13	1	0	2	0	0	100	1	1	4	9999	0	0	0	0	0	0	0	0	0
0	2	1	1	17	1	0	2	0	0	99	1	1	1	800	0	0	0	0	0	0	0	100	0
0	2	2	2	40	0	0	2	0	0	99	1	1	1	4700	0	0	0	0	0	0	0	0	0
0	2	2	2	44	0	1	2	0	0	99	1	1	1	4700	0	0	0	0	0	0	0	0	0
0	2	2	2	46	0	0	2	0	0	99	1	1	1	4000	0	0	1	60	128	0	0	0	0
0	2	2	2	48	0	1	2	0	0	99	1	1	1	4000	0	0	1	35	128	0	0	0	0
0	2	2	2	46	0	0	2	0	0	99	1	1	1	4000	0	0	1	60	64	0	0	0	0
0	2	2	2	48	0	1	2	0	0	99	1	1	1	4000	0	0	1	35	64	0	0	0	0
0	2	2	2	40	0	0	2	0	0	99	1	1	1	4700	0	0	0	0	0	0	0	0	0
0	2	2	2	44	0	1	2	0	0	99	1	1	1	4700	0	0	0	0	0	0	0	0	0
0	2	2	2	15	0	0	2	0	0	99	1	1	1	4700	0	0	0	0	0	0	0	0	0
0	2	2	2	25	0	1	2	0	0	99	1	1	1	4700	0	0	0	0	0	0	0	0	0
0	2	2	2	26	0	1	2	0	0	100	1	1	0	0	0	0	1	100	524288	0	0	0	0
0	2	2	2	15	0	0	2	0	0	99	1	1	1	4700	0	0	0	0	0	0	0	0	0
0	2	2	2	25	0	1	2	0	0	99	1	1	1	4700	0	0	0	0	0	0	0	0	0
0	2	2	2	26	0	1	2	0	0	100	1	1	0	0	0	0	1	100	524288	0	0	0	0
0	2	2	2	50	0	1	2	0	0	100	1	1	1	4500	0	0	0	0	0	0	0	0	0
0	2	2	2	66	0	1	2	0	0	100	1	1	4	9999	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
