Sort	BtlSort	Type	Usage	Rarity	Tier	BaseHP	BaseSP	BaseSt	BaseMa	BaseEn	BaseAg	BaseLu	Skill	Buy	Sell	GetFlag
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
