s_type	para	attr	attrtime	transfer	type	area	useflg	count	flg	n0	n1	max_damage	muteki_time	badst	percentage	para2	equipID	hitbk_cnt	hitbk_rate	flg2	weapontype	fuyoeff	shild_dmg	light_attack_mag	sortId	sortType	coolTime	wincePow
16	0	1	0	0	1	35841	1	1	9	14	0	999	1	0	0	0	0	10	5	262144	0	0	0	0	454	999	-1	14
16	0	1	300	0	1	32770	1	1	1	38	0	999	0	8192	100	0	0	30	30	262144	0	0	0	0	455	999	-1	38
16	0	0	300	0	3	32833	1	1	3221225488	20	0	999	0	4096	100	0	0	10	5	0	0	0	0	0	456	999	-1	20
16	0	1	0	0	1	35841	1	1	16393	15	0	999	1	0	0	0	0	10	3	0	0	0	0	0	457	999	-1	7
16	0	1	300	0	1	32770	1	1	16385	40	0	999	0	8192	100	0	0	20	30	0	0	0	0	0	458	999	-1	35
16	0	256	240	0	3	32769	1	1	16385	25	0	999	0	8192	100	0	0	0	0	33554432	0	0	0	0	459	999	-1	40
16	0	256	0	0	3	32770	1	1	2113537	0	80	999	0	65536	100	0	0	20	3	0	0	0	0	0	460	999	-1	67
16	0	0	0	0	11	32833	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	999	-1	1
16	0	1	0	0	1	33793	1	1	8201	30	0	999	5	0	0	0	0	10	5	0	0	0	0	0	462	999	-1	1
16	0	1	0	0	1	33793	1	1	8201	40	0	999	5	0	0	0	0	10	5	0	0	0	0	0	463	999	-1	1
16	0	1	0	0	1	33793	1	1	8201	50	0	999	5	0	0	0	0	10	5	0	0	0	0	0	464	999	-1	1
16	0	1	0	0	1	33793	1	1	24585	60	0	999	5	0	0	0	0	15	20	0	0	0	0	0	465	999	-1	1
16	0	1	300	0	1	32770	1	1	24577	50	0	999	60	8192	100	0	0	10	5	0	0	0	0	0	466	999	-1	1
16	0	2	0	0	2	32834	1	1	9	155	0	999	15	0	0	0	0	20	30	0	0	0	0	0	467	999	-1	155
16	0	2	0	0	2	32834	1	1	9	155	0	999	15	0	0	0	0	20	30	262144	0	0	0	0	468	999	-1	155
16	0	2	0	0	2	32834	1	1	9	155	0	999	15	0	0	0	0	20	30	0	0	0	0	0	469	999	-1	155
16	0	256	0	0	0	32834	1	1	1	20	0	999	0	0	0	0	0	0	0	0	0	0	0	0	470	999	-1	20
16	0	2	0	0	2	32770	1	1	9	100	0	999	30	256	30	0	16384	10	12	33554432	0	0	0	0	471	999	-1	100
16	0	2	0	0	2	32834	1	1	1	70	0	999	0	0	0	0	16384	10	12	0	0	0	0	0	472	999	-1	70
16	0	1	300	0	1	32834	1	1	1073741841	80	0	999	0	8192	100	0	0	10	12	0	0	0	0	0	473	999	-1	130
16	0	256	0	0	3	32834	1	1	1073743881	20	0	999	60	0	0	0	0	10	5	0	0	0	0	0	474	999	-1	20
16	0	1	300	0	1	32834	1	1	17	40	0	999	0	8192	100	0	0	20	30	0	0	0	0	0	475	999	-1	40
16	0	256	0	0	1	32834	1	1	2065	20	0	999	0	0	0	0	0	10	12	0	0	0	0	0	476	999	-1	20
16	0	1	300	0	1	32769	1	1	1073741833	60	0	999	0	8192	100	0	0	20	30	0	0	0	0	0	477	999	-1	60
16	0	8	0	0	9	32833	1	1	0	20	0	25	0	0	0	0	0	10	5	262144	0	0	0	0	478	999	-1	20
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	479	999	-1	1
16	0	0	0	0	3	32769	1	0	0	1	0	0	0	0	0	0	0	0	0	262144	0	0	0	0	480	999	-1	1
16	0	1	0	0	1	33794	1	1	1	30	0	999	60	0	0	0	0	10	12	262144	0	0	0	0	481	999	-1	30
16	0	64	300	0	3	32769	1	1	1	20	0	999	0	1	0	0	0	15	20	0	0	0	0	0	482	999	-1	20
16	0	256	0	0	3	32834	1	1	1073741841	50	0	999	0	0	0	0	0	20	30	0	0	0	0	0	483	999	-1	100
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	484	999	-1	1
16	0	0	0	0	9	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	485	999	-1	1
16	0	0	0	0	3	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	486	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	487	999	-1	1
16	0	0	0	0	9	32833	1	1	2147483648	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	488	999	-1	1
16	0	0	0	0	9	32833	1	1	2147483648	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	489	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	490	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	491	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	492	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	493	999	-1	1
16	0	0	0	0	3	32769	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	494	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	495	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	496	999	-1	1
16	36	2	300	128	2	32769	1	1	1	110	0	9999	0	0	0	0	0	10	5	33554432	0	0	0	0	497	999	-1	110
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	500	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	501	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	502	999	-1	1
16	0	0	0	0	9	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	503	999	-1	1
16	0	0	0	0	9	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	504	999	-1	1
16	0	0	0	0	3	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	505	999	-1	1
16	0	0	0	0	9	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	506	999	-1	1
16	0	0	0	0	3	32833	1	1	16	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	507	999	-1	1
16	0	0	0	0	3	32833	1	1	16	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	508	999	-1	1
16	0	0	0	0	3	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	509	999	-1	1
16	0	0	0	0	9	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	510	999	-1	1
16	0	0	0	0	3	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	511	999	-1	1
16	0	0	0	0	16	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	512	999	-1	1
16	0	0	0	0	9	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	513	999	-1	1
16	0	0	0	0	9	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	514	999	-1	1
16	0	0	0	0	10	32833	1	1	1073741824	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	515	999	-1	1
16	20	8	300	0	3	32770	1	10	1073741833	10	0	9999	2	2	0	0	0	10	13	0	0	0	0	0	516	999	-1	10
16	20	64	300	0	3	32769	1	1	1073741825	70	0	9999	0	1	100	0	0	10	12	0	0	0	0	0	517	999	-1	70
16	26	256	300	0	3	32770	1	1	1073741825	72	0	9999	0	0	0	0	0	20	3	0	0	0	0	0	518	999	-1	72
16	32	256	360	0	3	32834	1	1	1073741841	60	0	9999	0	0	40	0	0	20	22	128	0	0	0	0	519	999	-1	60
16	50	4	300	0	3	32770	1	1	1073741825	140	0	9999	0	16	100	0	0	20	22	128	0	0	0	0	520	999	-1	140
16	12	256	300	0	3	32816	1	1	1073741825	75	0	9999	0	64	30	0	0	10	5	128	0	0	0	0	521	999	-1	75
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	522	999	-1	1
16	15	16	900	1	3	32769	1	1	1	22	0	999	0	32	100	0	0	0	0	1	0	0	0	0	523	999	-1	22
16	0	4	0	2	5	32770	1	0	2147483648	1	0	0	0	516	0	0	0	10	5	6	0	0	0	0	524	999	-1	1
16	180	4	300	2	5	32769	1	3	1	75	0	999	0	16	100	0	0	10	12	4	0	0	0	0	525	999	-1	75
1	30	4	1200	1	3	16402	1	1	512	0	0	0	0	4096	100	0	0	0	0	4	0	0	0	0	526	999	-1	0
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	527	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	528	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	529	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	530	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	531	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	532	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	533	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	534	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	535	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	536	999	-1	1
16	0	4	300	33	3	32769	1	1	1	9	0	999	0	16	100	0	0	10	12	1	0	0	0	0	537	999	-1	9
16	20	4	300	33	3	32769	1	1	1	11	0	9999	0	16	100	0	0	10	12	33620001	0	0	3	0	5	3	-1	11
16	90	4	300	33	4099	32769	1	1	2147483649	32	0	999	0	533	100	0	0	10	12	33	0	0	0	0	538	999	-1	33
16	0	4	300	33	3	32769	1	1	1	9	0	999	0	16	100	0	0	10	12	33	0	0	0	0	539	999	-1	9
16	48	4	300	33	4099	32774	1	1	1	65	0	9999	0	16	100	0	0	10	12	128	0	0	0	0	540	999	-1	65
16	0	4	300	33	3	32769	1	1	2147483649	32	0	999	0	16	100	0	0	10	12	0	0	0	0	0	541	999	-1	33
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	542	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	543	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	544	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	545	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	546	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	547	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	548	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	549	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	550	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	551	999	-1	1
16	0	8	300	65	3	32769	1	1	1	8	0	999	0	2	100	0	0	15	20	1	0	0	0	0	552	999	-1	9
16	20	8	300	65	3	32769	1	1	1	11	0	9999	0	2	100	0	0	15	20	33620001	0	0	3	0	20	4	-1	11
16	90	8	300	65	4099	32769	1	1	2147483649	32	0	999	0	549	100	0	0	15	20	33	0	0	0	0	553	999	-1	33
16	0	8	300	65	3	32770	1	1	1	23	0	999	0	2	100	0	0	15	20	33	0	0	0	0	554	999	-1	24
16	48	8	300	65	4099	32774	1	1	1	65	0	9999	0	2	100	0	0	10	12	128	0	0	0	0	555	999	-1	65
16	0	8	300	65	3	32769	1	1	2147483649	32	0	999	0	2	100	0	0	15	20	0	0	0	0	0	556	999	-1	33
16	0	8	300	65	3	32774	1	1	3221225473	55	0	999	0	2	100	0	0	10	12	128	0	0	0	0	557	999	-1	55
16	0	8	300	65	3	32898	1	1	3221225473	15	0	999	0	2	100	0	0	15	20	0	0	0	0	0	558	999	-1	15
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	559	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	560	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	561	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	562	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	563	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	564	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	565	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	566	999	-1	1
16	0	16	300	1	3	32769	1	1	1	11	0	999	0	4	100	0	0	0	0	1	0	0	0	0	567	999	-1	11
16	20	16	300	1	3	32769	1	1	1	11	0	9999	0	4	100	0	0	0	0	65569	0	0	3	0	36	5	-1	11
16	90	16	300	1	4099	32769	1	1	2147483649	20	0	999	0	565	100	0	0	0	0	33	0	0	0	0	568	999	-1	20
16	0	16	300	1	3	32770	1	1	1	17	0	999	0	4	100	0	0	0	0	33	0	0	0	0	569	999	-1	18
16	48	16	300	1	4099	32774	1	1	1	65	0	9999	0	4	100	0	0	10	12	128	0	0	0	0	570	999	-1	65
16	0	16	300	1	3	32769	1	1	2147483649	20	0	999	0	4	100	0	0	0	0	0	0	0	0	0	571	999	-1	20
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	572	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	573	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	574	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	575	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	576	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	577	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	578	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	579	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	580	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	581	999	-1	1
16	0	32	300	1	3	32769	1	1	1	10	0	999	0	8	100	0	0	10	12	1	0	0	0	0	582	999	-1	10
16	20	32	300	1	3	32769	1	1	1	11	0	9999	0	8	100	0	0	10	12	33620001	0	0	3	0	52	6	-1	11
16	90	32	300	1	4099	32769	1	1	2147483649	32	0	999	0	581	100	0	0	10	12	33	0	0	0	0	583	999	-1	33
16	0	32	300	1	3	32770	1	1	1	28	0	999	0	8	100	0	0	10	12	33	0	0	0	0	584	999	-1	28
16	48	32	300	1	4099	32774	1	1	1	65	0	9999	0	8	100	0	0	10	12	128	0	0	0	0	585	999	-1	65
16	0	32	300	1	3	32769	1	1	2147483649	22	0	999	0	8	100	0	0	10	12	0	0	0	0	0	586	999	-1	23
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	587	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	588	999	-1	1
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	1	8192	0	0	16384	0	0	0	0	589	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	2	8192	0	0	16384	0	0	0	0	590	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	3	8192	0	0	16384	0	0	0	0	591	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	4	8192	0	0	16384	0	0	0	0	592	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	7	8192	0	0	16384	0	0	0	0	593	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	6	8192	0	0	16384	0	0	0	0	594	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	5	8192	0	0	16384	0	0	0	0	595	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	10	8192	0	0	16384	0	0	0	0	596	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	11	8192	0	0	16384	0	0	0	0	597	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	8	8192	0	0	16384	0	0	0	0	598	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	9	8192	0	0	16384	0	0	0	0	599	999	-1	0
8	1	512	0	0	8	16400	1	1	65540	0	0	0	0	0	0	0	8192	0	0	139264	0	0	0	0	600	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	601	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	602	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	603	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	604	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	605	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	606	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	607	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	608	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	609	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	610	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	0	0	0	0	0	0	8192	0	0	8192	0	0	0	0	611	999	-1	0
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	612	999	-1	1
16	0	64	300	1	3	32769	1	1	2097153	0	50	999	0	80	100	0	0	10	12	1	0	0	3	0	613	999	-1	0
16	0	64	300	1	3	32769	1	1	2097153	0	50	999	0	80	100	0	0	10	12	33	0	0	3	0	614	999	-1	0
16	32	64	300	1	4099	32774	1	1	2097153	0	100	9999	0	1	200	0	0	10	12	65664	0	0	10	0	615	999	-1	0
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	616	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	617	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	618	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	619	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	620	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	621	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	622	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	623	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	624	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	625	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	626	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	627	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	628	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	629	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	630	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	631	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	632	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	633	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	634	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	635	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	636	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	637	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	638	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	639	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	640	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	641	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	642	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	643	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	644	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	645	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	646	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	647	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	648	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	649	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	650	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	651	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	652	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	653	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	654	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	655	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	656	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	657	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	658	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	659	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	660	999	-1	1
16	16	512	1800	1	3	16436	1	1	33554464	0	40	0	0	0	0	0	0	10	5	8	0	0	0	0	661	999	-1	0
16	16	512	1800	1	3	16436	1	1	67108896	0	40	0	0	0	0	0	0	10	5	8	0	0	0	0	662	999	-1	0
16	64	512	-1	1	3	16436	1	1	20971552	0	30	0	0	0	0	0	0	10	5	2293768	0	0	0	0	127	10	-1	0
16	64	512	-1	1	3	16436	1	1	37748768	0	30	0	0	0	0	0	0	10	5	2293768	0	0	0	0	129	10	-1	0
16	64	512	-1	1	3	16436	1	1	71303200	0	20	0	0	0	0	0	0	10	5	2293768	0	0	0	0	131	10	-1	0
16	80	512	600	1	3	16436	1	1	1073741856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	10	-1	0
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	663	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	664	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	665	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	666	999	-1	1
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	667	999	-1	1
