m_SkillEffectID	m_EffectType	m_Number00	m_Number01	m_Number02	m_Number03	m_Number04	m_Number05	m_Number06	m_Number07	m_Filter	m_InfoPlay	m_Text0	m_Text1	m_ConflictEffectType
5013	2009	150	0	0	0	0	0	0	0	0	None	None	None	0
5014	2010	20	5	10	0	0	0	0	0	0	None	None	None	0
5015	2011	100	10	50	0	0	0	0	0	0	None	None	None	0
5016	2002	50	3	1	2	0	0	0	0	0	None	None	None	0
5017	2012	0	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_131	LINEINFO_LIF_130	0
5018	2013	46	0	0	0	0	0	0	0	2	None	LINEINFO_LIF_027	None	0
5019	2013	47	0	0	0	0	0	0	0	2	None	LINEINFO_LIF_026	None	0
5020	2013	191	0	0	0	0	0	0	0	2	None	LINEINFO_LIF_028	None	0
5021	2014	360	0	0	0	0	0	0	0	2	None	None	None	0
5022	2029	100	0	0	0	0	0	0	0	0	None	None	None	0
5023	2015	-70	0	0	0	0	0	0	0	0	None	None	None	0
5024	2016	25	25	-8	0	0	0	0	0	0	None	None	None	0
5025	2017	-15	-5	-10	0	0	0	0	0	0	None	None	None	0
5026	2018	30	5	15	0	0	0	0	0	0	None	None	None	0
5027	2019	300	20	100	0	0	0	0	0	0	None	None	None	0
5028	2020	300	0	0	0	0	0	0	0	0	None	None	None	0
5029	2021	4	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_120	None	0
5030	2022	30	0	0	0	0	0	0	0	0	None	None	None	0
5031	2023	20	0	0	0	0	0	0	0	0	None	None	None	0
5032	2024	20	0	0	0	0	0	0	0	0	None	None	None	0
5033	2025	100	0	0	0	0	0	0	0	0	None	None	None	0
5034	2026	20	5	10	0	0	0	0	0	0	None	None	None	0
5035	2027	20	5	10	0	0	0	0	0	0	None	None	None	0
5036	2028	2	10	5	0	0	0	0	0	0	None	None	None	0
2	3	11	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_015	None	0
3	3	12	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_016	None	0
4	3	13	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_017	None	0
5	3	14	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_018	None	0
6	4	3	60	0	0	0	0	0	0	0	None	None	None	0
7	3	39	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_058	None	0
8	3	40	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_059	None	0
9	3	41	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_060	None	0
10	3	42	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_061	None	0
11	3	163	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_058	None	0
12	3	164	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_059	None	0
13	3	165	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_060	None	0
14	3	166	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_061	None	0
42	3	7	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_031	None	0
43	3	8	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_032	None	0
44	3	9	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_033	None	0
45	3	10	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_034	None	0
48	5	10	0	0	0	0	0	0	0	0	None	None	None	0
49	23	50	0	0	0	0	0	0	0	0	None	None	None	0
101	29	0	0	0	0	0	0	0	0	0	None	None	None	0
295	118	0	1	5	0	0	0	0	0	0	None	None	None	0
296	118	0	1	10	0	0	0	0	0	0	None	None	None	0
298	118	1	1	3	0	0	0	0	0	0	None	None	None	0
402	111	9	8	0	0	0	0	0	0	0	None	None	None	0
403	134	-15	0	0	0	0	0	0	0	0	None	None	None	0
404	105	101	-30	0	0	0	0	0	0	0	None	None	None	0
405	105	100	-30	0	0	0	0	0	0	0	None	None	None	0
553	111	9	10	0	0	0	0	0	0	0	None	None	None	0
554	111	9	12	0	0	0	0	0	0	0	None	None	None	0
555	111	9	14	0	0	0	0	0	0	0	None	None	None	0
556	111	9	16	0	0	0	0	0	0	0	None	None	None	0
557	111	9	18	0	0	0	0	0	0	0	None	None	None	0
558	111	9	20	0	0	0	0	0	0	0	None	None	None	0
661	106	35	1	1	3	2	0	0	0	0	None	None	None	0
662	106	40	1	1	3	2	0	0	0	0	None	None	None	0
663	106	45	1	1	3	2	0	0	0	0	None	None	None	0
664	106	50	1	1	3	2	0	0	0	0	None	None	None	0
665	106	55	1	1	3	2	0	0	0	0	None	None	None	0
666	106	60	1	1	3	2	0	0	0	0	None	None	None	0
704	101	10	0	0	0	0	0	0	0	0	None	None	None	0
705	101	14	0	0	0	0	0	0	0	0	None	None	None	0
706	101	18	0	0	0	0	0	0	0	0	None	None	None	0
707	101	22	0	0	0	0	0	0	0	0	None	None	None	0
708	101	26	0	0	0	0	0	0	0	0	None	None	None	0
709	101	30	0	0	0	0	0	0	0	0	None	None	None	0
710	102	10	0	0	0	0	0	0	0	0	None	None	None	0
711	102	14	0	0	0	0	0	0	0	0	None	None	None	0
712	102	18	0	0	0	0	0	0	0	0	None	None	None	0
713	102	22	0	0	0	0	0	0	0	0	None	None	None	0
714	102	26	0	0	0	0	0	0	0	0	None	None	None	0
715	102	30	0	0	0	0	0	0	0	0	None	None	None	0
20700	48	0	0	0	0	0	0	0	0	0	None	None	None	0
20801	22	0	0	0	0	0	0	0	0	0	None	None	None	0
20802	6	9	0	0	0	0	0	0	0	0	None	None	None	0
20803	21	0	0	0	0	0	0	0	0	0	None	None	None	0
20804	44	0	0	0	0	0	0	0	0	0	None	None	None	0
20810	45	1	0	0	0	0	0	0	0	0	None	None	None	0
20811	47	0	0	0	0	0	0	0	0	0	None	None	None	0
20812	45	2	0	0	0	0	0	0	0	0	None	None	None	0
20820	49	0	0	0	0	0	0	0	0	0	None	None	None	0
20904	141	20	0	0	0	0	0	0	0	0	None	None	None	0
20910	127	1	1	0	0	0	0	0	0	0	None	None	None	0
20911	127	2	1	0	0	0	0	0	0	0	None	None	None	0
20912	127	3	1	0	0	0	0	0	0	0	None	None	None	0
20913	127	4	1	0	0	0	0	0	0	0	None	None	None	0
20920	167	100	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_000	None	0
20930	38	0	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_000	None	0
20931	190	100	0	0	0	0	0	0	0	0	None	None	None	0
10000	1000	0	0	0	0	0	0	0	0	0	None	None	None	0
10001	1001	50	0	0	0	0	0	0	0	0	None	SKILLEFFECTINFO_006_1	SKILLEFFECTINFO_006_2	0
10002	1002	20	-13	0	0	0	0	0	0	0	None	SKILLEFFECTINFO_001_1	SKILLEFFECTINFO_001_2	0
10003	1003	3	0	0	0	0	0	0	0	0	None	SKILLEFFECTINFO_002_1	SKILLEFFECTINFO_002_2	1004
10004	1004	60	-50	40	10	0	0	0	0	0	None	SKILLEFFECTINFO_003_1	SKILLEFFECTINFO_003_2	1003
10005	1014	-100	0	0	0	0	0	0	0	0	None	SKILLEFFECTINFO_004_1	SKILLEFFECTINFO_004_2	0
10006	1006	150	0	0	0	0	0	0	0	0	None	SKILLEFFECTINFO_005_1	SKILLEFFECTINFO_005_2	0
10007	1007	200	0	0	0	0	0	0	0	0	None	None	None	0
10008	1008	50	0	0	0	0	0	0	0	0	None	None	None	0
10009	1009	60	0	0	0	0	0	0	0	0	None	None	None	0
10010	1010	2	50	1	0	0	0	0	0	0	None	None	None	0
10011	1011	0	0	0	0	0	0	0	0	0	None	None	None	0
10100	1012	50	5	0	0	0	0	0	0	0	None	None	None	0
10101	1013	50	5	0	0	0	0	0	0	0	None	None	None	0
10102	1014	-25	0	0	0	0	0	0	0	0	None	None	None	0
10103	1015	20	0	0	0	0	0	0	0	0	None	None	None	0
10104	1016	20	0	0	0	0	0	0	0	0	None	None	None	0
10105	1016	-20	0	0	0	0	0	0	0	0	None	None	None	0
10106	1017	25	0	0	0	0	0	0	0	0	None	None	None	0
10107	1018	25	0	0	0	0	0	0	0	0	None	None	None	0
10108	1019	25	0	0	0	0	0	0	0	0	None	None	None	0
10109	1020	25	0	0	0	0	0	0	0	0	None	None	None	0
10110	1021	25	0	0	0	0	0	0	0	0	None	None	None	0
10111	1022	30	20	10	0	0	0	0	0	0	None	None	None	0
11000	2100	1	1	0	0	0	0	0	0	0	None	None	None	0
11001	2100	2	1	0	0	0	0	0	0	0	None	None	None	0
11002	2100	3	1	0	0	0	0	0	0	0	None	None	None	0
11003	2100	4	1	0	0	0	0	0	0	0	None	None	None	0
11004	2100	5	1	0	0	0	0	0	0	0	None	None	None	0
11005	2100	1	3	0	0	0	0	0	0	0	None	None	None	0
11006	2100	2	3	0	0	0	0	0	0	0	None	None	None	0
11007	2100	3	3	0	0	0	0	0	0	0	None	None	None	0
11008	2100	4	3	0	0	0	0	0	0	0	None	None	None	0
11009	2100	5	3	0	0	0	0	0	0	0	None	None	None	0
11010	2101	30	0	0	0	0	0	0	0	0	None	None	None	0
11011	2101	50	0	0	0	0	0	0	0	0	None	None	None	0
11012	2101	100	0	0	0	0	0	0	0	0	None	None	None	0
0	0	0	0	0	0	0	0	0	0	0	None	None	None	0
