m_EnemyID	m_CharaID	m_NkmID	m_NameLabel	m_WeaponRID	m_WeaponLID	m_ModelScale	m_EffectScale	m_AiID	m_Level	m_EnemyBaseHp	m_EnemyBaseMp	m_EnemyBaseStr	m_EnemyBaseInt	m_EnemyBaseVit	m_EnemyBaseAgi	m_EnemyBaseLuk	m_Rune	m_GunAttr	m_GunParam	m_PhysicalAttr	m_PhysicalParam	m_FireAttr	m_FireParam	m_IceAttr	m_IceParam	m_ThunderAttr	m_ThunderParam	m_ZanAttr	m_ZanParam	m_BstAttr	m_BstParam	m_BannouAttr	m_BannouParam	m_NormalAttackID	m_Exp	m_Money	m_BulletExp	m_Drop	m_Sexuality	m_Speciality	m_CmpFlag_RegistLibrary	m_BtlFlag_NoPursuit	m_BtlFlag_NoInterrupt	m_BtlFlag_KneeDead	m_BtlFlag_NoDying	m_BtlFlag_StuckDead	m_BtlFlag_LastStand	m_BtlFlag_HideLevel	m_ActCount	m_DevilTone	m_DevilVoice	m_SaveDataID	m_IsMatEmissionColor	m_MatEmissionColorR	m_MatEmissionColorG	m_MatEmissionColorB	m_MatEmissionColorA
2043	9198	0	NAKAMA_102	0	0	1	1.3	342	33	450	120	49	44	42	35	25	3	4	100	4	100	1	100	5	150	3	50	3	50	5	150	4	100	3000	265	2900	0	1503	0	4	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
2044	9202	0	NAKAMA_106	0	0	1	1	343	37	480	145	30	58	38	48	40	13	3	50	4	100	3	50	5	150	3	50	2	0	5	150	4	100	3000	330	3100	0	1504	0	4	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0
2045	9116	0	NAKAMA_044	0	0	1	1	344	37	286	140	28	39	33	47	42	12	4	100	4	100	4	100	4	100	4	100	4	100	4	100	4	100	3001	500	0	0	1201	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2046	2116	0	NAKAMA_505	0	0	1	1	345	35	3200	150	44	50	38	39	30	35	3	50	4	100	3	50	4	100	4	100	5	150	2	0	4	100	3001	1550	500000	0	1505	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2047	9232	0	NAKAMA_136	0	0	0.9	0.7	346	34	850	120	27	40	35	34	50	8	4	100	4	100	4	100	5	150	2	0	4	100	3	50	4	100	3001	145	2900	0	414	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2048	2196	0	NAKAMA_506	0	0	1	1	347	40	3400	180	55	40	43	44	38	35	4	100	4	100	2	0	3	50	5	150	4	100	2	0	4	100	3001	2000	800000	0	1507	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2049	2101	0	NAKAMA_507	0	0	1	1	348	40	4200	750	72	41	41	50	59	33	4	100	4	100	4	100	4	100	4	100	4	100	4	100	4	100	3000	1500	12000	0	1508	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2050	9244	0	NAKAMA_148	0	0	1	1.1	349	46	4000	315	63	67	55	53	40	15	4	100	4	100	4	100	3	50	1	100	5	150	4	100	4	100	3000	3000	600000	0	1601	0	4	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
2051	9122	0	NAKAMA_057	0	0	1	1	350	45	2000	297	60	64	52	49	60	8	4	100	4	100	3	50	0	100	5	150	4	100	3	50	4	100	3000	450	5800	0	1602	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2052	2196	0	NAKAMA_509	0	0	1	1	351	50	6000	300	75	70	59	49	50	35	4	100	4	100	2	0	3	50	5	150	4	100	2	0	4	100	3001	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2053	9076	0	NAKAMA_033	0	0	1	1.2	1	49	880	322	62	39	66	40	53	19	2	0	2	0	4	100	5	150	4	100	5	150	4	100	4	100	3000	567	8000	0	1604	0	1	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
2054	2174	0	NAKAMA_510	0	0	1	1	353	54	3300	300	98	75	62	55	40	35	4	100	3	50	4	100	3	50	5	150	3	50	2	0	4	100	3000	1000	350000	0	1701	0	4	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
2055	2173	0	NAKAMA_511	0	0	1	1	354	54	2700	300	78	93	58	61	45	35	3	50	4	100	1	100	5	150	4	100	4	100	2	0	4	100	3001	1000	350000	0	1702	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2056	9203	0	NAKAMA_107	0	0	0.8	1	355	53	2100	327	37	90	54	62	55	13	4	100	4	100	2	0	5	150	3	50	3	50	4	100	4	100	3000	660	10600	0	1703	0	1	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2057	2176	0	NAKAMA_512	0	0	1	1.5	356	57	9000	400	95	76	67	65	65	23	4	100	1	100	4	100	4	100	4	100	5	150	2	0	4	100	3001	6000	1000000	0	1704	0	4	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0
2058	9204	0	NAKAMA_108	0	0	1.2	1	1	56	1400	300	45	82	73	60	50	13	3	50	4	100	2	0	5	150	3	50	4	100	4	100	4	100	3000	750	45000	0	1705	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2059	2175	0	NAKAMA_513	0	0	1	1	358	62	4800	420	89	42	71	63	59	35	4	100	4	100	4	100	4	100	4	100	4	100	2	0	4	100	3000	7000	1000000	0	1706	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2060	9225	0	NAKAMA_129	0	0	0.8	1	359	61	2800	340	92	90	75	70	45	6	4	100	4	100	1	100	5	150	4	100	4	100	4	100	4	100	3000	868	14500	0	1707	0	1	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
2061	2177	0	NAKAMA_514	0	0	1	1	44	65	12500	1000	87	91	75	77	70	32	3	50	4	100	3	50	3	50	1	100	5	150	2	0	4	100	3001	0	0	0	0	0	4	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
2062	2194	0	NAKAMA_514	0	0	1	1.3	361	66	12000	1000	94	94	72	70	70	32	3	50	3	50	3	50	3	50	3	50	3	50	2	0	4	100	3001	0	0	0	0	0	4	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
2063	9027	0	NAKAMA_012	0	0	1	1.2	362	40	5000	600	37	69	40	42	43	20	5	150	4	100	3	50	3	50	3	50	3	50	2	0	4	100	3001	400	3100	0	1510	0	4	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
2064	9220	0	NAKAMA_124	0	0	1	1.2	363	40	8000	320	64	58	40	40	39	26	3	50	3	50	4	100	4	100	4	100	4	100	5	150	4	100	3001	400	3100	0	1511	0	4	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
2065	9178	0	NAKAMA_082	0	0	1	1	364	40	4000	440	59	55	55	46	48	29	3	50	3	50	3	50	3	50	3	50	5	150	1	100	4	100	3001	400	3100	0	1512	0	4	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
2066	2118	0	NAKAMA_504	0	0	1	1	365	56	8800	700	79	82	51	69	40	35	4	100	4	100	4	100	5	150	3	50	4	100	2	0	4	100	3001	600	6600	0	1605	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2067	2196	0	NAKAMA_506	0	0	1	1	366	56	9000	360	74	45	53	62	72	35	4	100	4	100	2	0	3	50	5	150	4	100	2	0	4	100	3001	600	6600	0	1606	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2068	2116	0	NAKAMA_505	0	0	1	1	367	56	6800	780	76	98	53	64	45	35	3	50	4	100	3	50	4	100	4	100	5	150	2	0	4	100	3001	600	6600	0	1607	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2069	9207	0	NAKAMA_111	0	0	1.1	1	368	70	12000	400	120	135	66	76	32	20	1	100	1	100	4	100	4	100	1	100	5	150	2	0	4	100	3001	1136	240000	0	1710	0	4	0	1	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0
2070	9179	0	NAKAMA_083	0	0	1	1	369	70	18000	400	29	140	62	80	85	29	4	100	4	100	2	0	4	100	5	150	1	100	2	0	4	100	3000	1136	240000	0	1711	0	4	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
2071	9107	0	NAKAMA_047	0	0	0.4	1.3	370	70	9000	400	75	100	60	90	51	14	5	150	4	100	1	100	5	150	4	100	0	100	2	0	4	100	3001	1136	240000	0	1712	0	4	0	1	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0
2072	3130	0	NAKAMA_517	0	0	1	1	371	35	2800	300	54	44	40	40	32	35	3	50	4	100	3	50	5	150	4	100	2	0	2	0	4	100	3000	300	8000	0	1513	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2073	9233	0	NAKAMA_137	0	0	0.9	0.7	372	34	1100	120	35	54	38	38	32	8	4	100	2	0	5	150	4	100	3	50	5	150	4	100	4	100	3000	280	2900	0	1514	0	1	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
2074	9170	0	NAKAMA_074	0	0	1	1	373	80	4500	110	150	152	98	94	82	9	4	100	0	200	2	0	5	150	3	50	4	100	4	100	4	100	3000	1476	155000	0	1515	0	4	0	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0
2075	9232	0	NAKAMA_136	0	0	0.9	0.7	374	26	790	346	20	38	30	50	28	8	4	100	4	100	4	100	5	150	2	0	4	100	3	50	4	100	3001	520	20000	0	1411	0	4	0	1	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2076	9237	0	NAKAMA_141	0	0	1	1	375	46	3500	358	66	32	56	60	45	12	4	100	3	50	0	100	3	50	3	50	3	50	5	150	4	100	3000	520	20000	0	1609	0	4	0	1	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
2077	9218	0	NAKAMA_122	0	0	0.7	1	376	58	5400	340	85	90	54	74	62	16	5	150	4	100	1	100	1	100	1	100	1	100	4	100	4	100	3000	800	52000	0	1713	0	4	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2078	9250	0	NAKAMA_121	0	0	1	1	377	57	2160	340	80	160	62	65	61	16	4	100	5	150	3	50	3	50	3	50	3	50	5	150	4	100	3000	780	12400	0	1714	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2079	9224	0	NAKAMA_128	0	0	1	1.1	378	46	4500	340	80	92	55	53	60	6	4	100	4	100	1	100	5	150	4	100	4	100	4	100	4	100	3000	670	20000	0	1715	0	4	0	1	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
2080	9061	0	NAKAMA_027	0	0	1	1	379	46	4800	328	45	67	54	55	42	8	4	100	3	50	5	150	1	100	3	50	4	100	5	150	4	100	3000	670	20000	0	1716	0	4	0	1	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2081	9145	0	NAKAMA_063	0	0	1	1	380	58	567	340	77	39	68	70	65	4	1	100	4	100	5	150	4	100	4	100	4	100	5	150	4	100	3000	800	12400	0	1717	0	4	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2082	9189	0	NAKAMA_093	0	0	1.5	1.1	381	90	15000	364	160	88	109	94	92	22	1	100	4	100	4	100	5	150	2	0	2	0	2	0	4	100	3000	990	80000	0	1718	0	4	0	1	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
2083	9186	0	NAKAMA_090	0	0	0.9	1.1	382	85	2200	364	55	140	75	101	95	22	3	50	4	100	3	50	5	150	4	100	0	100	4	100	4	100	3001	980	65000	0	1720	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
2084	9182	0	NAKAMA_604	0	0	1	1	383	45	1600	118	70	35	60	50	40	10	4	100	4	100	2	0	5	150	5	150	4	100	5	150	4	100	3000	481	16700	0	502	0	2	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2085	9131	0	NAKAMA_605	0	0	0.8	1	384	45	1400	120	35	60	45	45	60	19	4	100	5	150	4	100	5	150	4	100	4	100	2	0	4	100	3000	481	16700	0	503	0	2	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2086	9169	0	NAKAMA_073	0	0	1.3	1	385	35	900	125	33	48	45	47	40	9	4	100	4	100	2	0	5	150	4	100	4	100	4	100	4	100	3001	296	0	0	504	0	3	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2087	9170	0	NAKAMA_606	0	0	1	1	386	55	1200	291	36	72	70	66	46	10	4	100	4	100	2	0	5	150	3	50	4	100	4	100	4	100	3000	710	45000	0	602	0	2	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0
2088	9091	0	NAKAMA_607	0	0	1	1	387	55	1500	297	84	33	72	70	44	10	4	100	2	0	4	100	4	100	4	100	5	150	5	150	4	100	3000	710	45000	0	603	0	2	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2089	9213	0	NAKAMA_117	0	0	1	0.7	388	48	1500	291	56	39	45	86	51	7	4	100	4	100	2	0	5	150	4	100	4	100	4	100	4	100	3000	545	0	0	604	0	3	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2090	9090	0	NAKAMA_608	0	0	1	1	389	65	1800	451	96	65	87	79	50	3	4	100	1	100	5	150	0	100	1	100	4	100	3	50	4	100	3000	983	40000	0	700	0	2	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
2091	9115	0	NAKAMA_609	0	0	1	1	390	65	1600	451	49	101	78	93	58	14	5	150	2	0	0	100	5	150	4	100	1	100	2	0	4	100	3001	983	40000	0	701	0	2	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2092	9060	0	NAKAMA_610	0	0	1	1	391	65	1500	451	95	58	106	39	77	2	2	0	2	0	4	100	1	100	5	150	2	0	2	0	4	100	3001	983	40000	0	702	0	2	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
2093	9072	0	NAKAMA_611	0	0	1.1	1	392	65	1450	451	80	100	80	59	57	15	1	100	4	100	2	0	4	100	0	100	5	150	4	100	4	100	3001	983	40000	0	703	0	2	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
2094	9247	0	NAKAMA_151	0	0	0.8	0.8	393	62	1500	352	57	76	56	150	72	14	5	150	4	100	4	100	4	100	1	100	5	150	4	100	4	100	3000	896	0	0	704	0	3	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2095	9058	0	NAKAMA_612	0	0	0.6	0.7	394	95	4600	511	61	140	98	103	96	5	3	50	4	100	4	100	5	150	2	0	4	100	5	150	4	100	3000	2070	300000	0	801	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2096	9057	0	NAKAMA_613	0	0	0.6	0.7	395	95	3200	481	65	150	85	103	85	5	4	100	5	150	1	100	1	100	1	100	1	100	2	0	4	100	3001	2070	200000	0	802	0	2	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2097	9116	0	NAKAMA_614	0	0	1	0.7	396	95	2200	481	65	135	75	120	92	5	5	150	5	150	4	100	5	150	3	50	5	150	5	150	4	100	3001	2070	150000	0	803	0	2	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
2098	9073	0	NAKAMA_031	0	0	1	1.1	397	78	1069	456	65	109	88	150	72	10	1	100	1	100	1	100	1	100	1	100	1	100	5	150	4	100	3000	1405	0	0	804	0	3	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0
2099	9054	0	NAKAMA_615	0	0	1.2	1	398	98	5400	517	145	63	108	115	79	9	5	150	1	100	4	100	4	100	4	100	2	0	4	100	4	100	3000	2200	245000	0	813	0	2	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0
2100	9244	0	NAKAMA_616	0	0	1	1.1	399	98	4300	517	116	108	120	75	90	15	4	100	4	100	5	150	1	100	1	100	4	100	4	100	4	100	3000	2200	245000	0	814	0	2	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
2101	9080	0	NAKAMA_617	0	0	1	1	400	98	3800	517	120	135	85	125	45	1	1	100	2	0	2	0	4	100	2	0	5	150	4	100	4	100	3000	2200	245000	0	815	0	2	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
2102	9080	0	NAKAMA_037	0	0	1.2	1	401	90	1320	493	105	105	78	180	100	1	2	0	2	0	2	0	2	0	2	0	2	0	2	0	4	100	3000	1861	0	0	816	0	3	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
2103	9186	0	NAKAMA_090	0	0	0.9	1.1	402	46	5000	346	45	73	54	57	60	22	4	100	4	100	3	50	5	150	4	100	0	100	2	0	4	100	3001	983	20000	0	1610	0	4	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
2104	9256	0	NAKAMA_580	0	0	1.2	1	403	10	800	156	15	26	19	16	20	36	4	100	4	100	4	100	4	100	5	150	5	150	2	0	4	100	3000	100	1500	0	1901	0	4	0	1	0	1	0	1	0	0	1	0	12	0	0	0	0	0	0
2105	2200	0	NAKAMA_581	0	0	1	1	404	29	3100	500	54	22	42	36	34	36	4	100	4	100	4	100	4	100	5	150	2	0	2	0	4	100	3001	220	2100	0	1902	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2106	9260	0	NAKAMA_582	0	0	1.3	1	405	39	4500	500	61	64	45	47	49	36	3	50	3	50	0	100	5	150	0	100	3	50	2	0	4	100	3001	400	3500	0	1903	0	4	0	1	0	1	0	1	0	0	1	0	27	0	0	0	0	0	0
2107	9258	0	NAKAMA_583	0	0	1.3	1	406	46	7000	500	83	68	58	62	63	33	5	150	5	150	3	50	3	50	3	50	3	50	4	100	4	100	3001	600	6600	0	1904	0	4	0	1	0	1	0	1	0	0	1	0	30	0	0	0	0	0	0
2108	9257	0	NAKAMA_585	0	0	1.2	1	407	49	3000	500	79	84	58	57	19	33	0	100	3	50	3	50	3	50	3	50	0	100	5	150	4	100	3000	700	8000	0	1905	0	4	0	1	0	1	0	1	0	0	1	0	31	0	0	0	0	0	0
2109	9259	0	NAKAMA_586	0	0	1.1	1	408	51	9000	680	30	97	54	61	44	33	3	50	3	50	3	50	3	50	3	50	3	50	3	50	4	100	3000	850	9800	0	1906	0	4	0	1	0	1	0	1	0	0	1	0	32	0	0	0	0	0	0
2110	2181	0	NAKAMA_584	0	0	1	1	409	56	2700	500	80	65	78	56	15	33	4	100	4	100	4	100	4	100	4	100	4	100	4	100	4	100	3000	1000	11500	0	1907	0	4	0	1	0	0	0	0	1	0	1	0	29	0	0	0	0	0	0
2111	2198	0	NAKAMA_581	0	0	1	1	410	63	13000	500	118	102	74	76	56	33	0	100	4	100	4	100	3	50	5	150	0	100	2	0	4	100	3001	1200	16000	0	1908	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2112	9229	0	NAKAMA_133	0	0	1.5	1	411	91	34000	800	194	194	99	106	99	24	1	100	1	100	1	100	1	100	1	100	1	100	1	100	4	100	3000	3000	120000	0	1909	0	4	0	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0
2113	9250	0	NAKAMA_121	0	0	1	1	220	64	2560	321	89	89	64	78	64	16	4	100	5	150	3	50	3	50	3	50	3	50	5	150	4	100	3000	636	13500	0	1722	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2114	9239	0	NAKAMA_143	0	0	1	0.7	413	26	300	120	38	37	27	40	20	4	4	100	5	150	4	100	4	100	4	100	2	0	5	150	4	100	3000	76	1900	0	317	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
2115	9262	0	NAKAMA_058	0	0	0.8	0.7	414	26	560	145	30	43	35	30	31	5	4	100	4	100	5	150	0	100	4	100	4	100	4	100	4	100	3000	76	1900	0	1413	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2116	9223	0	NAKAMA_127	0	0	0.8	1	415	24	600	175	38	19	28	29	25	6	4	100	4	100	3	50	4	100	4	100	5	150	3	50	4	100	3000	94	1900	0	1414	0	1	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0
2117	9131	0	NAKAMA_059	0	0	0.8	1	416	24	1050	175	40	36	33	28	33	19	4	100	5	150	4	100	5	150	4	100	4	100	2	0	4	100	3000	94	1900	0	1415	0	1	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2118	9232	0	NAKAMA_136	0	0	0.9	1	1	29	750	175	24	38	32	40	45	8	4	100	4	100	4	100	5	150	2	0	4	100	3	50	4	100	3001	145	8000	0	1406	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2119	9216	0	NAKAMA_120	0	0	1	1	418	40	800	480	46	65	41	47	47	16	4	100	5	150	2	0	4	100	5	150	4	100	2	0	4	100	3001	313	3100	0	509	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2120	9120	0	NAKAMA_056	0	0	1	1	419	40	1800	280	52	45	35	41	31	6	4	100	4	100	4	100	4	100	5	150	0	100	4	100	4	100	3000	313	3100	0	513	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2121	9103	0	NAKAMA_044	0	0	1	1	420	40	1500	480	12	55	45	39	44	12	5	150	4	100	4	100	4	100	3	50	5	150	4	100	4	100	3000	313	3100	0	510	0	1	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
2122	9186	0	NAKAMA_090	0	0	0.9	1.1	421	35	1300	290	27	52	38	39	42	22	4	100	4	100	3	50	5	150	4	100	0	100	2	0	4	100	3001	300	2900	0	1506	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
2123	9223	0	NAKAMA_127	0	0	0.8	1	422	34	750	120	48	28	38	34	35	6	4	100	4	100	3	50	4	100	4	100	5	150	3	50	4	100	3000	280	2900	0	1521	0	1	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0
2124	9131	0	NAKAMA_059	0	0	0.8	1	423	34	1050	120	45	45	35	34	40	19	4	100	5	150	4	100	5	150	4	100	4	100	2	0	4	100	3000	280	2900	0	1522	0	1	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2125	9119	0	NAKAMA_055	0	0	1	1	424	34	700	120	30	57	34	43	40	4	4	100	4	100	5	150	1	100	4	100	4	100	2	0	4	100	3001	280	2900	0	1523	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2126	9148	0	NAKAMA_064	0	0	1	1	425	39	1000	290	27	62	41	51	46	5	4	100	4	100	5	150	0	100	4	100	4	100	4	100	4	100	3001	365	3500	0	1509	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2127	9089	0	NAKAMA_040	0	0	0.9	1	426	39	1600	250	60	55	42	50	26	16	5	150	4	100	3	50	3	50	3	50	3	50	4	100	4	100	3000	365	3500	0	1517	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2128	9241	0	NAKAMA_145	0	0	1	1	427	39	1200	290	35	60	40	48	41	17	4	100	4	100	4	100	4	100	0	100	4	100	5	150	4	100	3000	365	3500	0	1524	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
2129	9079	0	NAKAMA_036	0	0	1	1	428	39	2300	230	63	52	46	40	26	1	2	0	2	0	4	100	4	100	5	150	1	100	5	150	4	100	3000	365	3500	0	1516	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2130	9148	0	NAKAMA_064	0	0	1	1	429	49	1150	322	35	75	51	58	56	5	4	100	4	100	5	150	0	100	4	100	4	100	4	100	4	100	3001	567	8000	0	1627	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2131	9089	0	NAKAMA_040	0	0	0.9	1	430	49	1800	322	71	65	53	51	35	16	5	150	4	100	3	50	3	50	3	50	3	50	4	100	4	100	3000	567	8000	0	1628	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2132	9241	0	NAKAMA_145	0	0	1	1	431	49	1150	322	50	74	50	62	39	17	4	100	4	100	4	100	4	100	0	100	4	100	5	150	4	100	3000	567	8000	0	1629	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
2133	9122	0	NAKAMA_057	0	0	1	1	432	85	2200	364	57	137	74	96	114	8	4	100	4	100	3	50	0	100	5	150	4	100	2	0	4	100	3000	980	65000	0	1719	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2134	9108	0	NAKAMA_048	0	0	0.8	0.7	433	26	150	145	28	27	35	35	37	5	4	100	4	100	0	100	5	150	4	100	4	100	4	100	4	100	3001	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	10	2028	0	0	0	0	0
2135	9129	0	NAKAMA_058	0	0	0.8	0.7	434	26	120	145	28	29	35	35	37	5	4	100	4	100	5	150	0	100	4	100	4	100	4	100	4	100	3000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	10	2115	0	0	0	0	0
2136	9213	0	NAKAMA_117	0	0	1	1	435	61	4000	500	72	66	56	85	60	7	3	50	4	100	4	100	4	100	4	100	2	0	2	0	4	100	3000	868	14500	0	1910	0	4	0	1	0	0	0	0	0	0	2	0	27	0	0	0	0	0	0
2137	9099	0	NAKAMA_043	0	0	0.5	1.2	436	61	6000	500	85	46	90	50	67	17	4	100	4	100	2	0	2	0	5	150	4	100	3	50	4	100	3001	868	14500	0	1911	0	4	0	1	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0
2138	9239	0	NAKAMA_143	0	0	1	1	437	26	350	120	38	37	27	40	20	4	4	100	5	150	4	100	4	100	4	100	2	0	5	150	4	100	3000	76	1900	0	317	0	1	0	0	0	0	0	0	0	0	1	0	1	2114	0	0	0	0	0
2139	9239	0	NAKAMA_143	0	0	1	1	438	26	400	120	38	37	27	40	20	4	4	100	5	150	4	100	4	100	4	100	2	0	5	150	4	100	3000	76	1900	0	317	0	1	0	0	0	0	0	0	0	0	1	0	1	2114	0	0	0	0	0
2140	9177	0	NAKAMA_081	0	0	1	1	439	26	550	117	46	44	32	35	28	4	3	50	4	100	4	100	4	100	5	150	0	100	2	0	4	100	3000	180	4200	0	1423	0	4	0	0	0	0	0	0	0	0	1	0	13	2029	0	0	0	0	0
2141	9074	0	NAKAMA_032	0	0	1	1	440	69	3700	432	62	102	57	83	69	2	5	150	3	50	4	100	4	100	0	100	4	100	2	0	4	100	3000	1105	24000	0	1712	0	1	0	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0
2142	2197	0	NAKAMA_515	0	0	1	1	45	65	3000	1000	87	91	75	77	70	32	3	50	3	50	1	100	5	200	3	50	3	50	2	0	4	100	3001	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	33	0	1	226	30	71	255
2143	2197	0	NAKAMA_515	0	0	1	1	46	65	3000	1000	87	91	75	77	70	32	3	50	3	50	5	200	1	100	3	50	3	50	2	0	4	100	3001	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	33	0	1	45	144	253	255
2144	2197	0	NAKAMA_515	0	0	1	1	47	65	3000	1000	87	91	75	77	70	32	3	50	3	50	3	50	3	50	5	200	1	100	2	0	4	100	3001	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	33	0	1	56	253	92	255
2145	2197	0	NAKAMA_515	0	0	1	1	48	65	3000	1000	87	91	75	72	70	32	3	50	5	200	3	50	3	50	3	50	3	50	1	100	4	100	3001	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	33	0	1	119	35	229	255
